咪咕,#genre#
CCTV16奥林匹克HD,http://gouwu.pthv.gitv.tv:91/live/CCTV16hd-8M/live.m3u8
CCTV17农业农村HD,http://gouwu.pthv.gitv.tv:91/live/CCTV17hd-8M/live.m3u8
CETV1中教1台HD,http://gouwu.pthv.gitv.tv:91/live/CETV1hd-8M/live.m3u8
CETV1中教2台,http://gouwu.pthv.gitv.tv:91/live/CETV2-1500k/live.m3u8
CETV1中教3台,http://gouwu.pthv.gitv.tv:91/live/CETV3-1500k/live.m3u8
CETV1中教4台,http://gouwu.pthv.gitv.tv:91/live/CETV4-1500k/live.m3u8
北京卫视HD,http://gouwu.pthv.gitv.tv:91/live/BJWShd-8M/live.m3u8
东方卫视HD,http://gouwu.pthv.gitv.tv:91/live/DFWShd-8M/live.m3u8
天津卫视HD,http://gouwu.pthv.gitv.tv:91/live/TJWShd-8M/live.m3u8
重庆卫视HD,http://gouwu.pthv.gitv.tv:91/live/CQWShd-8M/live.m3u8
黑龙江卫视HD,http://gouwu.pthv.gitv.tv:91/live/HLJWShd-8M/live.m3u8
吉林卫视HD,http://gouwu.pthv.gitv.tv:91/live/JLWShd-8M/live.m3u8
辽宁卫视HD,http://gouwu.pthv.gitv.tv:91/live/LNWShd-8M/live.m3u8
河北卫视HD,http://gouwu.pthv.gitv.tv:91/live/HeBWShd-8M/live.m3u8
山东卫视HD,http://gouwu.pthv.gitv.tv:91/live/SDWShd-8M/live.m3u8
安徽卫视HD,http://gouwu.pthv.gitv.tv:91/live/AHWShd-8M/live.m3u8
河南卫视HD,http://gouwu.pthv.gitv.tv:91/live/HuNWShd-8M/live.m3u8
湖北卫视HD,http://gouwu.pthv.gitv.tv:91/live/HuBWShd-8M/live.m3u8
湖南卫视HD,http://gouwu.pthv.gitv.tv:91/live/HuNWShd-8M/live.m3u8
江西卫视HD,http://gouwu.pthv.gitv.tv:91/live/JXWShd-8M/live.m3u8
江苏卫视HD,http://gouwu.pthv.gitv.tv:91/live/JSWShd-8M/live.m3u8
浙江卫视HD,http://gouwu.pthv.gitv.tv:91/live/ZJWShd-8M/live.m3u8
东南卫视HD,http://gouwu.pthv.gitv.tv:91/live/DNWShd-8M/live.m3u8
广东卫视HD,http://gouwu.pthv.gitv.tv:91/live/GDWShd-8M/live.m3u8
深圳卫视HD,http://gouwu.pthv.gitv.tv:91/live/SZWShd-8M/live.m3u8
贵州卫视HD,http://gouwu.pthv.gitv.tv:91/live/GZWShd-8M/live.m3u8
广西卫视,http://gouwu.pthv.gitv.tv:91/live/GXWS-1500k/live.m3u8
云南卫视,http://gouwu.pthv.gitv.tv:91/live/YNWS-1500k/live.m3u8
四川卫视,http://gouwu.pthv.gitv.tv:91/live/SCWS-1500k/live.m3u8
新疆卫视,http://gouwu.pthv.gitv.tv:91/live/XJWS-1500k/live.m3u8
兵团卫视,http://gouwu.pthv.gitv.tv:91/live/BTWS-1500k/live.m3u8
西藏卫视,http://gouwu.pthv.gitv.tv:91/live/XZWS-1500k/live.m3u8
海南卫视,http://gouwu.pthv.gitv.tv:91/live/LYWS-1500k/live.m3u8
三沙卫视,http://gouwu.pthv.gitv.tv:91/live/SSWS-1500k/live.m3u8
农林卫视,http://gouwu.pthv.gitv.tv:91/live/NLWS-1500k/live.m3u8
大湾区卫视,http://gouwu.pthv.gitv.tv:91/live/NFWS-1500k/live.m3u8
内蒙古卫视,http://gouwu.pthv.gitv.tv:91/live/NMGWS-1500k/live.m3u8
厦门卫视,http://gouwu.pthv.gitv.tv:91/live/XMWS-1500k/live.m3u8
宁夏卫视,http://gouwu.pthv.gitv.tv:91/live/NXWS-1500k/live.m3u8
甘肃卫视,http://gouwu.pthv.gitv.tv:91/live/GSWS-1500k/live.m3u8
青海卫视,http://gouwu.pthv.gitv.tv:91/live/QHWS-1500k/live.m3u8
山西卫视,http://gouwu.pthv.gitv.tv:91/live/SXWS1-1500k/live.m3u8
陕西卫视,http://gouwu.pthv.gitv.tv:91/live/SXWS3-1500k/live.m3u8
纪实文人HD,http://gouwu.pthv.gitv.tv:91/live/JSRWhd-8M/live.m3u8
哈哈炫动,http://gouwu.pthv.gitv.tv:91/live/XDKT-1500k/live.m3u8
金鹰卡通,http://gouwu.pthv.gitv.tv:91/live/JYKT-1500k/live.m3u8
金鹰纪实HD,http://gouwu.pthv.gitv.tv:91/live/JYJShd-8M/live.m3u8
嘉佳卡通,http://gouwu.pthv.gitv.tv:91/live/JJKT-1500k/live.m3u8
财富天下,http://gouwu.pthv.gitv.tv:91/live/CFTX-1500k/live.m3u8


重庆有线,#genre#
CCTV1综合,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=cctv1
CCTV2财经,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=cctv2
CCTV3综艺,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=cctv3
CCTV4中文国际,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=cctv4
CCTV5体育,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=cctv5
CCTV5+体育赛事,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=cctv5p
CCTV6电影,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=cctv6
CCTV7国防军事,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=cctv7
CCTV8电视剧,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=cctv8
CCTV9纪录,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=cctv9
CCTV10科教,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=cctv10
CCTV11戏曲,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=cctv11
CCTV12社会与法,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=cctv12
CCTV13新闻,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=cctv13
CCTV14少儿,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=cctv14
CCTV15音乐,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=cctv15
CCTV16奥林匹克,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=cctv16
CCTV17农业农村,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=cctv17
CCTV4K 高清,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=cctv4k
CCTV兵器科技,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=bqkj
CCTV第一剧场,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=dyjc
CCTV怀旧剧场,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=hjjc
CCTV风云剧场,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=fyjc
CCTV风云音乐,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=fyyy
CCTV风云足球,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=fyzq
CCTV央视文化精品,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=whjp
CCTV女性时尚,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=nxss
CCTV高尔夫网球,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=gefwq
CCTV央视台球,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=ystq
CCTV央广购物,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=yggw
CCTV中视购物,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=zsgw
中学生,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=zxs
发现之旅,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=fxzl
老故事,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=lgs
书画,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=sh
中国天气,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=zgtq
CGTN,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=cgtn
CETV1中教1台,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=cetv1
CETV4中教4台,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=cetv4
CETV早期教育,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=zqjy
CHC高清电影,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=chcgq
CHC动作电影,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=chcdz
CHC家庭影院,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=chcjt
北京卫视,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=bjws
东方卫视,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=dfws
天津卫视,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=tjws
重庆卫视,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=cqws
黑龙江卫视,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=hljws
吉林卫视,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=jlws
辽宁卫视,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=lnws
内蒙古卫视,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=nmws
宁夏卫视,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=nxws
青海卫视,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=qhws
河北卫视,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=hbws
山西卫视,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=sxiws
安徽卫视,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=ahws
河南卫视,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=hnws
湖北卫视,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=hubws
湖南卫视,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=hunws
江西卫视,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=jxws
江苏卫视,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=jsws
浙江卫视,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=zjws
东南卫视,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=dnws
广东卫视,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=gdws
深圳卫视,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=szws
广西卫视,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=gxws
云南卫视,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=ynws
贵州卫视,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=gzws
四川卫视,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=scws
新疆卫视,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=xjws
兵团卫视,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=btws
西藏卫视,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=xzws
海南卫视,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=hinws
三沙卫视,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=ssws
北京纪实科教,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=bjjskj
北京卡酷,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=bjkk
中华特产,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=zhtc
生态环境,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=sthj
四海钓鱼,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=shdy
车迷频道,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=cmpd
百姓健康,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=bxjk
环球奇观,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=hqqg
环球旅游,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=hqly
优优宝贝,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=yybb
聚鲨环球精选,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=jshwjx
东方财经,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=dfcj
欢笑剧场,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=hxjc
都市剧场,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=dsjc
魅力足球,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=mlxq
动漫秀场,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=dmxc
游戏风云,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=yxfy
生活时尚,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=shss
法治天地,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=fztd
金色学堂,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=jsxt
重庆新闻,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=cqxw
重庆科教,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=cqkj
重庆影视,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=cqys
重庆文体娱乐,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=cqwtyl
重庆少儿,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=cqse
重庆时尚生活,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=cqsssh
重庆新农村,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=cqxnc
重庆社会与法,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=cqshyf
重庆移动,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=cqyd
重庆汽摩,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=cqqm
重广融媒,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=cgrm
爱看导视,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=akds
合川综合,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=hczh
长寿综合,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=cszh
酉阳综合,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=yyzh
云阳综合,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=yunyzh
铜梁综合,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=tlzh
家有购物,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=jygw
新动漫,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=xdm
证券服务,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=zqfw
山东教育,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=sdjy
收藏天下,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=sctx
国学频道,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=gxpd
快乐垂钓,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=klcd
金鹰卡通,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=jykt
先锋乒羽,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=xfpy
风尚购物,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=fsgw
财富天下,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=cftx
天元围棋,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=tywq
摄影频道,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=sypd
求索纪录,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=qsjl
重温经典,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=cwjd


亦非云,#genre#
CCTV1综合,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=1
CCTV2财经,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=2
CCTV3综艺,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=3
CCTV4中文国际,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=4
CCTV5体育,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=5
CCTV5+体育赛事,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=13
CCTV6电影,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=6
CCTV7国防军事,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=7
CCTV8电视剧,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=8
CCTV9纪录,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=9
CCTV10科教,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=10
CCTV11戏曲,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=41
CCTV12社会与法,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=11
CCTV13新闻,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=39
CCTV14少儿,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=12
CCTV15音乐,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=40
CCTV16奥林匹克,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=116
CCTV17农业农村,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=90
CGTN纪录,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=14
CGTN,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=15
CETV1中教1台,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=33
CETV4中教4台,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=38
广东卫视,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=16
深圳卫视,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=17
江苏卫视,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=18
浙江卫视,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=19
吉林卫视,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=20
湖北卫视,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=21
江西卫视,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=22
安徽卫视,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=23
北京卫视,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=24
湖南卫视,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=25
东方卫视,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=26
黑龙江卫视,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=27
天津卫视,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=28
山东卫视,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=29
贵州卫视,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=30
四川卫视,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=31
辽宁卫视,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=32
广东体育,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=34
蛇口电视台,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=37
深圳宜和购物,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=42
广东民生,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=45
深圳都市,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=46
深圳电视剧,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=47
深圳财经生活,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=48
深圳娱乐,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=49
深圳体育健康,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=50
深圳少儿,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=51
深圳公共,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=52
优漫卡通,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=53
山西卫视,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=54
陕西卫视,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=55
重庆卫视,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=56
甘肃卫视,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=57
大湾区卫视,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=58
广西卫视,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=59
青海卫视,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=60
云南卫视,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=61
海南卫视,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=62
广东少儿,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=63
新疆卫视,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=64
广东珠江,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=65
西藏卫视,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=66
兵团卫视,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=67
宁夏卫视,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=69
河南卫视,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=78
河北卫视,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=79
东南卫视,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=80
金鹰卡通,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=81
内蒙古卫视,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=93
北京纪实科教,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=11001
卡酷少儿,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=11003
车迷频道,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=11004
环球旅游,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=11005
中国天气,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=11006
优优宝贝,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=11007
聚鲨环球精选,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=11008
书画频道,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=11009
央广购物,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=11011
河北三佳购物,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=12001
河南梨园,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=13001
河北杂技,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=13002
河北经济生活,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=13003
河北农民,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=13004
河北都市,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=13005
河北影视剧,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=13006
河北少儿科教,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=13007
河北公共,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=13008
邯郸新闻综合,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=13009
河北收视指南,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=13010
石家庄娱乐,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=13011
石家庄生活,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=13012
石家庄都市,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=13013
石家庄新闻综合,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=13014
唐山新闻综合,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=13110
唐山生活服务,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=13111
唐山影视,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=13112
唐山公共,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=13113
家庭理财,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=21001
家有购物,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=22002
北京纪实科教,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=22030
聚鲨环球精选2,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=32010
山东教育卫视,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=37001
中华美食,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=37002
河南都市,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=41101
河南民生,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=41102
河南法治,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=41103
河南电视剧,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=41104
河南新闻,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=41105
河南公共,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=41106
河南乡村,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=41107
河南睛彩中原,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=41108
河南移动戏曲,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=41109
河南功夫,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=41110
河南收藏天下,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=41111
郑州新闻综合,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=41112
周口新闻综合,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=41113
开封新闻综合,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=41114
洛阳新闻综合,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=41115
平顶山新闻综合,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=41116
安阳新闻综合,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=41117
鹤壁新闻综合,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=41118
新乡新闻综合,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=41119
焦作新闻综合,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=41120
濮阳新闻综合,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=41121
许昌综合,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=41122
漯河新闻综合,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=41123
三门峡新闻综合,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=41124
商丘新闻综合,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=41125
驻马店新闻综合,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=41126
南阳新闻综合,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=41127
信阳新闻综合,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=41128
济源1套,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=41129
长城铝综合,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=41130
嘉佳卡通,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=41133
东方财经,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=41135
兰铁TV,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=41136
人民铁道,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=41137
湖南教育,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=43021
湖南经视,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=43024
金鹰卡通,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=43025
湖南娱乐,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=43027
湖南都市,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=43028
湖南电影,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=43029
湖南电视剧,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=43030
快乐购,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=43032
四海钓鱼,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=43036
劲爆体育,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=43038
欢笑剧场,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=43039
乐游,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=43040
游戏风云,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=43041
生活时尚,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=43043
动漫秀场,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=43045
CHC高清电影,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=43063
湖南爱晚,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=43080
新视觉,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=43082
魅力足球,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=43083
劲爆体育,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=43084
都市剧场,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=43085
金鹰纪实,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=43087
益阳新闻综合,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=43088
益阳教育,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=43089
益阳公共,http://dp.sxtv.top:88/盗源可耻/yfy.php?id=43090
